company,ticker,cik,cusip,,
MIDDLESEX WATER CO,MSEXP,66004,596680108,,
"MIDEA GROUP CO., LTD./ADR",MGCLY,2039784,Y6S40V103,,
"MIDEA GROUP CO., LTD./ADR",MGCOF,2039784,Y6S40V103,,
"MIDLAND STATES BANCORP, INC.",MSBI,1466026,597742105,,
"MIDLAND STATES BANCORP, INC.",MSBIP,1466026,597742105,,
"MIDWESTONE FINANCIAL GROUP, INC.",MOFG,1412665,598511103,,
MILESTONE PHARMACEUTICALS INC.,MIST,1408443,59935v107,,
MILESTONE SCIENTIFIC INC.,MLSS,855683,59935P209,,
MILITARY METALS CORP.,MILIF,1866460,59001A102,,
MILLENNIUM GROUP INTERNATIONAL HOLDINGS LTD,MGIH,1903995,47103n106,,
MILLER INDUSTRIES INC /TN/,MLR,924822,600551204,,
"MILLERKNOLL, INC.",MLKN,66382,600544100,,
MILLICOM INTERNATIONAL CELLULAR SA,TIGO,912958,L6388F110,,
MILLICOM INTERNATIONAL CELLULAR SA,MLCMF,912958,L6388F110,,
"MILLROSE PROPERTIES, INC.",MRP,2017206,68629Y103,,
MILLS MUSIC TRUST,MMTRS,66496,46131J103,,
MILUNA ACQUISITION CORP,MMTX,2077033,G5093B121,,
MIMEDIA HOLDINGS INC.,MIMDF,1920576,58506q109,,
"MIMEDX GROUP, INC.",MDXG,1376339,602496901,,
MIND CTI LTD,MNDO,1119083,M7S64H106,,
MIND MEDICINE (MINDMED) INC.,MNMD,1813814,60255c885,,
"MIND TECHNOLOGY, INC",MIND,926423,602566309,,
MINDWALK HOLDINGS CORP.,HYFT,1715925,78501P203,,
MINEBEA MITSUMI INC.,MINBY,1034983,60365W201,,
MINEBEA MITSUMI INC.,MNBEF,1034983,60365W201,,
MINEHUB TECHNOLOGIES INC.,MHUBF,1869137,603158106,,
MINERALRITE CORP,RITE,1096296,45826T509,,
MINERALS TECHNOLOGIES INC,MTX,891014,603158106,,
"MINERALYS THERAPEUTICS, INC.",MLYS,1933414,603170101,,
MINERVA GOLD INC.,MINR,1854816,780287108,,
"MINERVA NEUROSCIENCES, INC.",NERV,1598646,603380205,,
MING SHING GROUP HOLDINGS LTD,MSW,1956166,66981J102,,
MINGTENG INTERNATIONAL CORP INC.,MTEN,1948099,20563P101,,
MINGZHU LOGISTICS HOLDINGS LTD,YGMZ,1782037,g6683n103,,
MINISO GROUP HOLDING LTD,MNSO,1815846,66981J102,,
MINISO GROUP HOLDING LTD,MSOGF,1815846,66981J102,,
"MINK THERAPEUTICS, INC.",INKT,1840229,603693201,,
MINT INC LTD,MIMI,1998560,536797103,,
"MIRA PHARMACEUTICALS, INC.",MIRA,1904286,60458C104,,
"MIRION TECHNOLOGIES, INC.",MIR,1809987,573134103,,
"MIRUM PHARMACEUTICALS, INC.",MIRM,1759425,604749101,,
"MISSION PRODUCE, INC.",AVO,1802974,60510V908,,
"MISTER CAR WASH, INC.",MCW,1853513,60646v105,,
"MISTRAS GROUP, INC.",MG,1436126,60649T107,,
MISUMI GROUP INC./ADR,MSUXF,1710864,60651K101,,
MITEK SYSTEMS INC,MITK,807863,606710200,,
"MITESCO, INC.",MITI,802257,95082P105,,
"MITSUBISHI GAS CHEMICAL COMPANY, INC./ADR",MBSHY,2079706,606793404,,
"MITSUBISHI GAS CHEMICAL COMPANY, INC./ADR",MBGCF,2079706,606793404,,
MITSUBISHI MATERIALS CORP / ADR,MIMTF,1460447,606776201,,
MITSUBISHI UFJ FINANCIAL GROUP INC,MUFG,67088,60687Y109,,
MITSUBISHI UFJ FINANCIAL GROUP INC,MBFJF,67088,60687Y109,,
MIXED MARTIAL ARTS GROUP LTD,MMA,1981519,G0864B103,,
MIXUE BINGCHENG CO LTD/ADR,MXUBY,2061911,16950T102,,
MIZUHO FINANCIAL GROUP INC,MFG,1335730,60687Y109,,
MIZUHO FINANCIAL GROUP INC,MZHOF,1335730,60687Y109,,
MKDWELL TECH INC.,MKDW,1991332,95040Q104,,
MKDWELL TECH INC.,MKDWW,1991332,95040Q104,,
MKS INC,MKSI,1049502,55306N104,,
MMEX RESOURCES CORP,MMEX,1440799,714266103,,
"MMTEC, INC.",MTC,1742518,576323109,,
"MNTN, INC.",MNTN,1891027,55318A108,,
"MOATABLE, INC.",MTBLY,1509223,759892300,,
MOBICO GROUP PLC/ADR,NXPGY,1455632,674488101,,
MOBICO GROUP PLC/ADR,NXPGF,1455632,674488101,,
"MOBILE GLOBAL ESPORTS, INC.",MGAM,1886362,60741F104,,
MOBILE INFRASTRUCTURE CORP,BEEP,1847874,60739N101,,
MOBILE-HEALTH NETWORK SOLUTIONS,MNDR,1976695,63633D104,,
MOBILEYE GLOBAL INC.,MBLY,1910139,60741F104,,
MOBILICOM LTD,MOB,1898643,M84116108,,
MOBILICOM LTD,MOBBW,1898643,M84116108,,
"MOBIQUITY TECHNOLOGIES, INC.",MOBQ,1084267,83406F102,,
"MOBIQUITY TECHNOLOGIES, INC.",MOBQW,1084267,83406F102,,
MOBIVITY HOLDINGS CORP.,MFON,1447380,91823B109,,
"MOBIX LABS, INC",MOBX,1855467,743713109,,
"MOBIX LABS, INC",MOBXW,1855467,743713109,,
"MODERNA, INC.",MRNA,1682852,60770K107,,
MODINE MANUFACTURING CO,MOD,67347,607828100,,
"MODIV INDUSTRIAL, INC.",MDV,1645873,60784B101,,
"MODIV INDUSTRIAL, INC.",MDV-PA,1645873,60784B101,,
MODIVCARE INC,MODVQ,1220754,60783X104,,
"MODULAR MEDICAL, INC.",MODD,1074871,60785L207,,
MOELIS & CO,MC,1596967,790148100,,
MOGO INC.,MOGO,1602842,60800C208,,
MOGOTES METALS INC.,MOGMF,2011589,911363109,,
MOGU INC.,MOGU,1743971,60800C208,,
MOHAWK INDUSTRIES INC,MHK,851968,608190104,,
MOLECULAR PARTNERS AG,MOLN,1745114,Y2188B108,,
"MOLECULIN BIOTECH, INC.",MBRX,1659617,60855D309,,
"MOLINA HEALTHCARE, INC.",MOH,1179929,60855R100,,
MOLSON COORS BEVERAGE CO,TAP,24545,60871R209,,
MOLSON COORS BEVERAGE CO,TAP-A,24545,60871R209,,
MOMENTUS INC.,MNTS,1781162,60879E309,,
MOMENTUS INC.,MNTSW,1781162,60879E309,,
MONARCH CASINO & RESORT INC,MCRI,907242,609027107,,
MONCLER S.P.A./ADR,MONRF,1605755,12738K109,,
MONDAY.COM LTD.,MNDY,1845338,M7S64H106,,
"MONDELEZ INTERNATIONAL, INC.",MDLZ,1103982,609207105,,
"MONEY FORWARD, INC./ADR",MNFYY,2014145,349862409,,
"MONEY FORWARD, INC./ADR",MNYFF,2014145,349862409,,
MONEYHERO LTD,MNY,1974044,61022v107,,
MONEYHERO LTD,MNYWW,1974044,61022v107,,
MONEYSUPERMARKET.COM GROUP PLC/ADR,MNSKY,1584297,589492107,,
"MONGODB, INC.",MDB,1441816,60937P106,,
MONKEY TREE INVESTMENT LTD,MKTR,2070261,LP00WMP10,,
MONOGRAM TECHNOLOGIES INC.,MGRM,1769759,686688102,,
MONOLITHIC POWER SYSTEMS INC,MPWR,1280452,609839105,,
MONOPAR THERAPEUTICS,MNPR,1645469,61023L207,,
"MONRO, INC.",MNRO,876427,610236101,,
MONROE CAPITAL CORP,MRCC,1512931,610335101,,
"MONROE FEDERAL BANCORP, INC.",MFBI,2024899,26942G100,,
MONSTER BEVERAGE CORP,MNST,865752,61174x109,,
MONTAGE GOLD CORP.,MAUTF,1830918,85512U303,,
"MONTAUK RENEWABLES, INC.",MNTK,1826600,61218C103,,
"MONTE ROSA THERAPEUTICS, INC.",GLUE,1826457,61225M102,,
"MONTROSE ENVIRONMENTAL GROUP, INC.",MEG,1643615,615111901,,
MOODYS CORP /DE/,MCO,1059556,615369105,,
MOOG INC.,MOG-A,67887,60800C208,,
MOOG INC.,MOG-B,67887,60800C208,,
MOOLEC SCIENCE SA,MLEC,1937737,375558103,,
MOOLEC SCIENCE SA,MLECW,1937737,375558103,,
MOONLAKE IMMUNOTHERAPEUTICS,MLTX,1821586,61559X104,,
MORGAN GROUP HOLDING CO,MGHL,1162283,75321W103,,
MORGAN STANLEY,MS,895421,617446448,,
MORGAN STANLEY,MS-PA,895421,617446448,,
MORGAN STANLEY,MS-PK,895421,617446448,,
MORGAN STANLEY,MS-PI,895421,617446448,,
MORGAN STANLEY,MS-PF,895421,617446448,,
MORGAN STANLEY,MS-PE,895421,617446448,,
MORGAN STANLEY,MS-PL,895421,617446448,,
MORGAN STANLEY,MS-PO,895421,617446448,,
MORGAN STANLEY,MS-PP,895421,617446448,,
MORGAN STANLEY,MS-PQ,895421,617446448,,
MORGAN STANLEY,MSTLW,895421,617446448,,
"MORGAN STANLEY CHINA A SHARE FUND, INC.",CAF,1368493,617468103,,
MORGAN STANLEY DIRECT LENDING FUND,MSDL,1782524,61774A103,,
MORGAN STANLEY EMERGING MARKETS DEBT FUND INC,MSD,904112,61744H105,,
"MORGAN STANLEY EMERGING MARKETS DOMESTIC DEBT FUND, INC.",EDD,1388141,61744H105,,
"MORGAN STANLEY INDIA INVESTMENT FUND, INC.",IIF,916618,61745C105,,
"MORNINGSTAR, INC.",MORN,1289419,617700109,,
MOSAIC CO,MOS,1285785,61945C103,,
MOSAIC IMMUNOENGINEERING INC.,CPMV,836564,61945M101,,
MOTOMOVA INC,MTMV,1393044,683416101,,
MOTORCAR PARTS OF AMERICA INC,MPAA,918251,620071100,,
"MOTOROLA SOLUTIONS, INC.",MSI,68505,620076307,,
MOTORSPORT GAMES INC.,MSGM,1821175,G0260P102,,
MOUNTAIN CREST ACQUISITION CORP. V,MCAG,1859035,623006103,,
MOUNTAIN CREST ACQUISITION CORP. V,MCAGR,1859035,623006103,,
MOUNTAIN CREST ACQUISITION CORP. V,MCAGU,1859035,623006103,,
MOUNTAIN LAKE ACQUISITION CORP.,MLAC,2029492,G6301B101,,
MOUNTAIN LAKE ACQUISITION CORP.,MLACR,2029492,G6301B101,,
MOUNTAIN LAKE ACQUISITION CORP.,MLACU,2029492,G6301B101,,
MOUNTAIN PROVINCE DIAMONDS INC.,MPVDF,1004530,62426E402,,
MOVADO GROUP INC,MOV,72573,624580106,,
MOVADO GROUP INC,MOVAA,72573,624580106,,
MOVANO INC.,MOVE,1734750,62459M206,,
MOVING IMAGE TECHNOLOGIES INC.,MITQ,1770236,62464R109,,
MP MATERIALS CORP. / DE,MP,1801368,553368101,,
MPJS GROUP LTD,MPJS,2016864,s5256m135,,
MPLX LP,MPLX,1552000,55336V100,,
MPLX LP,MPLXP,1552000,55336V100,,
MR. COOPER GROUP INC.,COOP,933136,62482R107,,
MRC GLOBAL INC.,MRC,1439095,55345K103,,
MSA SAFETY INC,MSA,66570,553498106,,
MSA SAFETY INC,MNESP,66570,553498106,,
"MSC INCOME FUND, INC.",MSIF,1535778,55374X208,,
MSC INDUSTRIAL DIRECT CO INC,MSM,1003078,553530106,,
MSCI INC.,MSCI,1408198,55354G100,,
MSM FRONTIER CAPITAL ACQUISITION CORP.,MSMU,2061918,G7375C108,,
"MSP RECOVERY, INC.",MSPR,1802450,29270J100,,
"MSP RECOVERY, INC.",MSPRW,1802450,29270J100,,
"MSP RECOVERY, INC.",MSPRZ,1802450,29270J100,,
MTB METALS CORP.,MBYMF,1818343,64782A107,,
MUELLER INDUSTRIES INC,MLI,89439,600551204,,
"MUELLER WATER PRODUCTS, INC.",MWA,1350593,624758108,,
MULTI WAYS HOLDINGS LTD,MWG,1941500,g98196101,,
"MULTISENSOR AI HOLDINGS, INC.",MSAI,1863990,456948108,,
"MULTISENSOR AI HOLDINGS, INC.",MSAIW,1863990,456948108,,
MUNCY COLUMBIA FINANCIAL CORP,CCFN,731122,7591ep100,,
MURAL ONCOLOGY PLC,MURA,1971543,G63365103,,
MURANO GLOBAL INVESTMENTS PLC,MRNO,1988776,92333F101,,
MURANO GLOBAL INVESTMENTS PLC,MRNOW,1988776,92333F101,,
"MURATA MANUFACTURING CO., LTD./ADR",MRAAF,1450468,874039100,,
MURPHY OIL CORP,MUR,717423,626717102,,
MURPHY USA INC.,MUSA,1573516,626755102,,
MUSIC LICENSING INC.,SONG,1671132,826546103,,
"MUSTANG BIO, INC.",MBIO,1680048,62818Q302,,
MUSTANG ENERGY CORP.,MECPF,1945166,87422Q109,,
MV OIL TRUST,MVO,1371782,97650w108,,
MVB FINANCIAL CORP,MVBF,1277902,410495204,,
"MY CITY BUILDERS, INC.",MYCB,1556801,46641Q373,,
"MY SIZE, INC.",MYSZ,1211805,62844N406,,
MYCRONIC AB/ADR,MYCRY,2032399,654090109,,
MYCRONIC AB/ADR,MICLF,2032399,654090109,,
MYERS INDUSTRIES INC,MYE,69488,600551204,,
"MYND.AI, INC.",MYND,1708441,55318A108,,
"MYOMO, INC.",MYO,1369290,60800C208,,
MYR GROUP INC.,MYRG,700923,55405W104,,
MYRIAD GENETICS INC,MYGN,899923,62855J104,,
"MYSEUM, INC.",MYSE,1648960,85859N300,,
"MYSEUM, INC.",MYSEW,1648960,85859N300,,
MYSTIC HOLDINGS INC./NV,MSTH,1790320,808541106,,
MYTILINEOS HOLDINGS S.A.,MYTHY,1437470,525327102,,
MYTILINEOS HOLDINGS S.A.,MYTHF,1437470,525327102,,
"N-ABLE, INC.",NABL,1834488,12685J105,,
"N2OFF, INC.",NITO,1789192,62955J103,,
NAAS TECHNOLOGY INC.,NAAS,1712178,62955X300,,
NABORS ENERGY TRANSITION CORP. II,NETD,1975218,G6363K106,,
NABORS ENERGY TRANSITION CORP. II,NETDU,1975218,G6363K106,,
NABORS ENERGY TRANSITION CORP. II,NETDW,1975218,G6363K106,,
NABORS INDUSTRIES LTD,NBR,1163739,G6359F137,,
NABORS INDUSTRIES LTD,NBRWF,1163739,G6359F137,,
NACCO INDUSTRIES INC,NC,789933,629579103,,
NAM TAI PROPERTY INC.,NTPIF,829365,68629Y103,,
NAMIB MINERALS,NAMM,2026514,G63638103,,
NAMIB MINERALS,NAMMW,2026514,G63638103,,
NAMIBIA CRITICAL METALS INC.,NMREF,1519457,86074l103,,
NANO DIMENSION LTD.,NNDM,1643303,63008G203,,
NANO LABS LTD,,1872302,G6391Y128,,
NANO MAGIC INC.,NMGX,891417,88830R101,,
"NANO MOBILE HEALTHCARE, INC.",VNTH,1497130,60855R100,,
NANO NUCLEAR ENERGY INC.,NNE,1923891,63010H108,,
NANO-X IMAGING LTD.,NNOX,1795251,M70700105,,
NANOBIOTIX S.A.,NBTX,1760854,63009J107,,
"NANOVIBRONIX, INC.",NAOV,1326706,63008J702,,
"NANOVIRICIDES, INC.",NNVC,1379006,630087302,,
"NAPC DEFENSE, INC.",BLIS,1703625,24906P109,,
"NAPCO SECURITY TECHNOLOGIES, INC",NSSC,69633,630402905,,
"NASDAQ, INC.",NDAQ,1120193,631103108,,
NASUS PHARMA LTD,NSRX,2029039,58471K202,,
"NATERA, INC.",NTRA,1604821,632307104,,
"NATHANS FAMOUS, INC.",NATH,69733,632347100,,
NATIONAL BANK HOLDINGS CORP,NBHC,1475841,633707104,,
NATIONAL BANKSHARES INC,NKSH,796534,634865109,,
NATIONAL BEVERAGE CORP,FIZZ,69891,635017906,,
"NATIONAL CINEMEDIA, INC.",NCMI,1377630,635309206,,
NATIONAL ENERGY SERVICES REUNITED CORP.,NESR,1698514,G6375R107,,
NATIONAL FUEL GAS CO,NFG,70145,636180101,,
NATIONAL GRID PLC,NGG,1004315,G4969N103,,
NATIONAL GRID PLC,NGGTF,1004315,G4969N103,,
NATIONAL GRID PLC,NEWEN,1004315,G4969N103,,
NATIONAL GRID PLC,NMKBP,1004315,G4969N103,,
NATIONAL GRID PLC,NMKCP,1004315,G4969N103,,
NATIONAL GRID PLC,NMPWP,1004315,G4969N103,,
NATIONAL HEALTH INVESTORS INC,NHI,877860,63633D104,,
NATIONAL HEALTHCARE CORP,NHC,1047335,635906100,,
"NATIONAL HEALTHCARE PROPERTIES, INC.",NHPAP,1561032,42250P103,,
"NATIONAL HEALTHCARE PROPERTIES, INC.",HLTC,1561032,42250P103,,
"NATIONAL HEALTHCARE PROPERTIES, INC.",NHPBP,1561032,42250P103,,
NATIONAL PRESTO INDUSTRIES INC,NPK,80172,902253101,,
NATIONAL RESEARCH CORP,NRC,70487,637372202,,
NATIONAL RURAL UTILITIES COOPERATIVE FINANCE CORP /DC/,NRUC,70502,915271100,,
NATIONAL STEEL CO,SID,1049659,65461t101,,
NATIONAL STORAGE AFFILIATES TRUST,NSA,1618563,637870106,,
NATIONAL STORAGE AFFILIATES TRUST,NSA-PA,1618563,637870106,,
NATIONAL STORAGE AFFILIATES TRUST,NSA-PB,1618563,637870106,,
"NATIONAL VISION HOLDINGS, INC.",EYE,1710155,63845r107,,
NATIONS ROYALTY CORP.,NRYCF,2022469,38071H106,,
NATURAL ALTERNATIVES INTERNATIONAL INC,NAII,787253,638842302,,
NATURAL GAS SERVICES GROUP INC,NGS,1084991,63886Q109,,
"NATURAL GROCERS BY VITAMIN COTTAGE, INC.",NGVC,1547459,63888U908,,
NATURAL HEALTH TRENDS CORP,NHTC,912061,63888P406,,
"NATURAL RESOURCE HOLDINGS, INC.",NRHI,1680689,136375961,,
NATURAL RESOURCE PARTNERS LP,NRP,1171486,63900P608,,
NATURE WOOD GROUP LTD,NWGL,1948294,032870945,,
NATURE'S MIRACLE HOLDING INC.,NMHI,1947861,023939101,,
NATURE'S MIRACLE HOLDING INC.,NMHIW,1947861,023939101,,
NATURES SUNSHINE PRODUCTS INC,NATR,275053,639027101,,
NATUZZI S P A,NTZ,900391,26874R108,,
NATWEST GROUP PLC,NWG,844150,639057207,,
NATWEST GROUP PLC,RBSPF,844150,639057207,,
"NAUTICUS ROBOTICS, INC.",KITT,1849820,63911H207,,
"NAUTICUS ROBOTICS, INC.",KITTW,1849820,63911H207,,
"NAUTILUS BIOTECHNOLOGY, INC.",NAUT,1808805,63909J108,,
NAVIENT CORP,NAVI,1593538,63938c108,,
NAVIENT CORP,JSM,1593538,63938c108,,
NAVIGATOR HOLDINGS LTD.,NVGS,1581804,00BRDXKH1,,
NAVIOS MARITIME HOLDINGS INC.,NMPGY,1333172,889094108,,
NAVIOS MARITIME HOLDINGS INC.,NMPRY,1333172,889094108,,
NAVIOS MARITIME PARTNERS L.P.,NMM,1415921,Y62267409,,
NAVITAS SEMICONDUCTOR CORP,NVTS,1821769,63942X106,,
NAYAX LTD.,NYAX,1901279,M7S750159,,
"NB BANCORP, INC.",NBBK,1979330,63945M107,,
NBT BANCORP INC,NBTB,790359,628778102,,
"NCINO, INC.",NCNO,1902733,63947X101,,
NCR ATLEOS CORP,NATL,1974138,049560105,,
NCR VOYIX CORP,VYX,70866,62886E108,,
NCR VOYIX CORP,NCRRP,70866,62886E108,,
"NCS MULTISTAGE HOLDINGS, INC.",NCSM,1692427,628877201,,
NEBIUS GROUP N.V.,NBIS,1513845,n97284108,,
NEKTAR THERAPEUTICS,NKTR,906709,640268306,,
NELNET INC,NNI,1258602,64031n108,,
NEO-CONCEPT INTERNATIONAL GROUP HOLDINGS LTD,NCI,1916331,47103N106,,
NEOGEN CORP,NEOG,711377,640491106,,
NEOGENOMICS INC,NEO,1077183,64049M209,,
NEOLARA CORP.,NELR,1941360,29402E102,,
"NEONC TECHNOLOGIES HOLDINGS, INC.",NTHI,1979414,64051A101,,
NEONODE INC.,NEON,87050,64051M709,,
NEOVOLTA INC.,NEOV,1748137,640655106,,
NEOVOLTA INC.,NEOVW,1748137,640655106,,
NEPHROS INC,NEPH,1196298,640671400,,
NEPRA FOODS INC.,NPRFF,1859022,80512Q402,,
"NEPTUNE INSURANCE HOLDINGS, INC.",NP,2067129,55024u109,,
"NERDWALLET, INC.",NRDS,1625278,64082B102,,
NERDY INC.,NRDY,1819404,64081V109,,
NET LEASE OFFICE PROPERTIES,NLOP,1952976,64110Y108,,
NET POWER INC.,NPWR,1845437,56418h100,,
NET POWER INC.,NPWR-WT,1845437,56418h100,,
"NETAPP, INC.",NTAP,1002047,64110D104,,
NETBRANDS CORP.,NBND,1725911,896215209,,
NETCAPITAL INC.,NCPL,1414767,64113L202,,
NETCAPITAL INC.,NCPLW,1414767,64113L202,,
NETCLASS TECHNOLOGY INC,NTCL,1927578,65345B201,,
"NETEASE, INC.",NTES,1110646,64110W102,,
"NETEASE, INC.",NETTF,1110646,64110W102,,
NETFLIX INC,NFLX,1065280,64110L106,,
"NETGEAR, INC.",NTGR,1122904,64111Q104,,
NETLIST INC,NLST,1282631,64118P109,,
NETSCOUT SYSTEMS INC,NTCT,1078075,64115T104,,
NETSKOPE INC,NTSK,2063196,64110W102,,
NETSOL TECHNOLOGIES INC,NTWK,1039280,64115A402,,
NETSTREIT CORP.,NTST,1798100,64119V303,,
"NETWORK-1 TECHNOLOGIES, INC.",NTIP,1065078,64121N109,,
NEUBERGER BERMAN ENERGY INFRASTRUCTURE & INCOME FUND INC.,NML,1562051,64129h104,,
NEUBERGER BERMAN HIGH YIELD STRATEGIES FUND INC.,NHS,1487610,64128C106,,
NEUBERGER BERMAN MUNICIPAL FUND INC.,NBH,1178839,64124P101,,
NEUBERGER BERMAN NEXT GENERATION CONNECTIVITY FUND INC.,NBXG,1843181,64133q108,,
NEUBERGER BERMAN REAL ESTATE SECURITIES INCOME FUND INC,NRO,1261166,64129h104,,
"NEUEHEALTH, INC.",NEUE,1671284,670703107,,
"NEUMORA THERAPEUTICS, INC.",NMRA,1885522,640979100,,
NEUPHORIA THERAPEUTICS INC.,NEUP,1191070,64136E102,,
NEURALBASE AI LTD.,NBBI,1130781,946885209,,
"NEURAXIS, INC",NRXS,1933567,64134X201,,
NEUROCRINE BIOSCIENCES INC,NBIX,914475,64125C109,,
NEUROGENE INC.,NGNE,1404644,64135M105,,
"NEURONETICS, INC.",STIM,1227636,64131A105,,
NEUROONE MEDICAL TECHNOLOGIES CORP,NMTC,1500198,64130M209,,
NEUROPACE INC,NPCE,1528287,458665304,,
NEUROSENSE THERAPEUTICS LTD.,NRSN,1875091,761516103,,
NEUROSENSE THERAPEUTICS LTD.,NRSNW,1875091,761516103,,
NEUTRA CORP.,NTRR,1512886,670346105,,
NEVADA CANYON GOLD CORP.,NGLD,1605481,90291C201,,
NEVADA KING GOLD CORP.,NKGFF,1839154,67079Y308,,
NEVADA SUNRISE METALS CORP.,NVSGF,1415758,64782A107,,
NEW CENTURY LOGISTICS (BVI) LTD,NCEW,1968043,75025X100,,
"NEW CONCEPT ENERGY, INC.",GBR,105744,643611106,,
NEW ENGLAND REALTY ASSOCIATES LIMITED PARTNERSHIP,NEN,746514,387437205,,
"NEW ERA ENERGY & DIGITAL, INC.",NUAI,2028336,668771108,,
"NEW ERA ENERGY & DIGITAL, INC.",NUAIW,2028336,668771108,,
NEW FORTRESS ENERGY INC.,NFE,1749723,644393100,,
NEW FOUND GOLD CORP.,NFGC,1840616,64440N103,,
NEW FS SPECIALTY LENDING FUND,FSSL,2065812,30264d208,,
"NEW GENERATION CONSUMER GROUP, INC.",NGCG,1061040,36162J956,,
NEW GERMANY FUND INC,GF,858706,644465106,,
NEW GOLD INC. /FI,NGD,800166,644535106,,
NEW HORIZON AIRCRAFT LTD.,HOVR,1930021,64550A107,,
NEW HORIZON AIRCRAFT LTD.,HOVRW,1930021,64550A107,,
NEW JERSEY RESOURCES CORP,NJR,356309,646025106,,
NEW MOMENTUM CORP.,NNAX,1132509,29364G103,,
NEW MOUNTAIN FINANCE CORP,NMFC,1496099,647551100,,
NEW MOUNTAIN FINANCE CORP,NMFCZ,1496099,647551100,,
NEW ORIENTAL EDUCATION & TECHNOLOGY GROUP INC.,EDU,1372920,G25457105,,
NEW ORIENTAL EDUCATION & TECHNOLOGY GROUP INC.,NWOEF,1372920,G25457105,,
NEW PACIFIC METALS CORP,NEWP,1369085,64782A107,,
NEW PEOPLES BANKSHARES INC,NWPP,1163389,65406E102,,
NEW PROVIDENCE ACQUISITION CORP. III/CAYMAN,NPAC,2048948,G6476A102,,
NEW PROVIDENCE ACQUISITION CORP. III/CAYMAN,NPACU,2048948,G6476A102,,
NEW PROVIDENCE ACQUISITION CORP. III/CAYMAN,NPACW,2048948,G6476A102,,
NEW YORK TIMES CO,NYT,71691,650111107,,
NEW ZEALAND ENERGY CORP.,NZERF,1509705,29364G103,,
NEW ZEALAND OIL & GAS LTD/ADR,NZEOF,1445654,84652A102,,
NEW ZEALAND OIL & GAS LTD/ADR,NZEOY,1445654,84652A102,,
NEWAMSTERDAM PHARMA CO N.V.,NAMS,1936258,N62509109,,
NEWAMSTERDAM PHARMA CO N.V.,NAMSW,1936258,N62509109,,
NEWBRIDGE ACQUISITION LTD,NBRG,1918414,G6476A102,,
NEWBURY STREET II ACQUISITION CORP,NTWO,2028027,G9717M125,,
NEWBURY STREET II ACQUISITION CORP,NTWOU,2028027,G9717M125,,
NEWBURY STREET II ACQUISITION CORP,NTWOW,2028027,G9717M125,,
NEWCORE GOLD LTD.,NCAUF,1627868,80013R206,,
"NEWEGG COMMERCE, INC.",NEGG,1474627,G6483G209,,
NEWELL BRANDS INC.,NWL,814453,651229106,,
NEWGENIVF GROUP LTD,NIVF,1981662,G95248137,,
NEWGENIVF GROUP LTD,NIVFW,1981662,G95248137,,
NEWHOLD INVESTMENT CORP. III,NHIC,2043699,G6486E102,,
NEWHOLD INVESTMENT CORP. III,NHICU,2043699,G6486E102,,
NEWHOLD INVESTMENT CORP. III,NHICW,2043699,G6486E102,,
"NEWHYDROGEN, INC.",NEWH,1371128,64135M105,,
"NEWLAKE CAPITAL PARTNERS, INC.",NLCP,1854964,651495103,,
"NEWMARK GROUP, INC.",NMRK,1690680,65158n102,,
NEWMARKET CORP,NEU,1282637,651587107,,
NEWMONT CORP /DE/,NEM,1164727,651639106,,
NEWMONT CORP /DE/,NEMCL,1164727,651639106,,
NEWS CORP,NWSA,1564708,65249b208,,
NEWS CORP,NWS,1564708,65249b208,,
NEWS CORP,NWSAL,1564708,65249b208,,
NEWSMAX INC.,NMAX,2026478,567908908,,
"NEWTEKONE, INC.",NEWT,1587987,87876P201,,
"NEWTEKONE, INC.",NEWTI,1587987,87876P201,,
"NEWTEKONE, INC.",NEWTG,1587987,87876P201,,
"NEWTEKONE, INC.",NEWTH,1587987,87876P201,,
"NEWTEKONE, INC.",NEWTP,1587987,87876P201,,
"NEWTEKONE, INC.",NEWTZ,1587987,87876P201,,
"NEWTON GOLF COMPANY, INC.",NWTG,1934245,78577G301,,
NEXA RESOURCES S.A.,NEXA,1713930,04957f101,,
"NEXALIN TECHNOLOGY, INC.",NXL,1527352,65345B201,,
"NEXALIN TECHNOLOGY, INC.",NXLIW,1527352,65345B201,,
NEXANS S.A./ADR,NXPRF,1557651,26874R108,,
NEXERA ENERGY INC.,EMBYF,1487615,65339F101,,
"NEXGEL, INC.",NXGL,1468929,65344E107,,
"NEXGEL, INC.",NXGLW,1468929,65344E107,,
NEXGEN ENERGY LTD.,NXE,1698535,65340P106,,
"NEXIEN BIOPHARMA, INC.",NXEN,1625288,98937L105,,
NEXMETALS MINING CORP.,NEXM,795800,65345V108,,
NEXMETALS MINING CORP.,PRMLF,795800,65345V108,,
NEXPOINT DIVERSIFIED REAL ESTATE TRUST,NXDT,1356115,65340G205,,
NEXPOINT DIVERSIFIED REAL ESTATE TRUST,NXDT-PA,1356115,65340G205,,
"NEXPOINT REAL ESTATE FINANCE, INC.",NREF,1786248,65342V101,,
"NEXPOINT REAL ESTATE FINANCE, INC.",NREF-PA,1786248,65342V101,,
NEXPOINT REAL ESTATE STRATEGIES FUND,NRSAX,1663712,65342V101,,
"NEXPOINT RESIDENTIAL TRUST, INC.",NXRT,1620393,65341D102,,
"NEXSCIENT, INC.",NXNT,1976663,82621J105,,
"NEXSTAR MEDIA GROUP, INC.",NXST,1142417,65336K103,,
